reviewContent,Chất lượng sản phẩm,Trải nghiệm sử dụng,Đúng mô tả sản phẩm,Hiệu năng sản phẩm,Giá cả,Khuyến mãi & voucher,Vận chuyển & giao hàng,Đóng gói & bao bì,Uy tín & thái độ shop,Dịch vụ chăm sóc khách hàng,Lỗi & bảo hành & hàng giả,Đổi trả & bảo hành
"kích thước phần ăn hoàn hảo , tiện lợi và dễ chuẩn bị , hương vị kim chi ngon lành",1,2,1,1,1,1,1,1,1,1,1,1
mì ăn liền kiểu hàn quốc rất ngon mỗi tội nói thì hơi lâu 4 đến 5 phút mới ăn được so với lại mì ăn liền việt nam mua được xe nên có được giá tốt cảm ơn lazada,1,1,1,1,2,1,1,1,1,1,1,1
"tiện lợi và dễ chuẩn bị , kích thước phần hoàn hảo , tuyệt vời cho bữa ăn nhanh",1,2,1,1,1,1,1,1,1,1,1,1
"đóng gói cẩn thận , giao hành tốt , mì ăn ngon đã mua nhiều lần",1,1,1,1,1,1,1,-1,1,1,1,1
"giá cả phải chăng và đáng giá tiền , nhiều hương vị để lựa chọn",1,1,1,1,2,1,1,1,1,1,1,1
"nguyên liệu chất lượng cao , hương vị hàn quốc chính gốc , tuyệt vời cho bữa ăn nhanh , nhiều hương vị để lựa chọn",2,1,1,1,1,1,1,1,1,1,1,1
"đã nhận hàng , shop đóng gói kỉ giao nhanh . sản phẩm đúng như hình ảnh , dùng ngon sẽ còn mua thêm",2,2,2,1,1,1,2,2,2,1,1,1
"đã nhận hàng shop đóng gói kỉ . sợi mì dai gói lớn giá hợp lí , khá cay",-1,1,1,1,-1,1,1,-1,-1,1,1,1
"hương vị hàn quốc chính gốc , nguyên liệu chất lượng cao , nhiều hương vị để lựa chọn , kích thước phần hoàn hảo",2,1,1,1,1,1,1,1,1,1,1,1
"tiện lợi và dễ chuẩn bị , hương vị kimchi ngon , giá cả : giá cả rẻ hơn siêu thị , tiện lợi cho bữa ăn sáng",1,2,1,1,2,1,1,1,1,1,1,1
"hương vị : mì không mặn như các loại mì ăn liền khác hoàn hảo cho những người yêu thích kimchi , mì gói to 120g nha , rất đáng mua giá cả : okila",1,1,1,1,2,1,1,1,1,1,1,1
"shop đóng gói cẩn thận giao hàng nhanh . giá cả phải chăng và đáng giá tiền , hương vị kimchi ngon",2,1,1,1,2,1,2,2,2,1,1,1
"mì kim chi hàn quốc , với bịch gia vị kim chi cay ít tạo lên hương vị của món mì kim chi hàn quốc , sợi mì dai ngon , đóng hàng cẩn thận",2,1,1,1,1,1,1,1,1,1,1,1
"hương vị kimchi ngon , tiện lợi và dễ chuẩn bị , giá cả phải chăng và đáng giá tiền",1,2,1,1,2,1,1,1,1,1,1,1
tháy giá rẻ thì mua nguyên lố về ăn dần cho qua bữa đợi mùa dịch đi qua . nhưng mì này chắc ngon hơn các mì khác . hihi,1,1,1,1,2,1,1,1,1,1,1,1
"hương vị hàn quốc chính gốc , giá cả phải chăng và đáng giá tiền , lần sau sẽ xăng xe tiếp tục mua tiếp gói to tốt",1,1,1,1,2,1,1,1,1,1,1,1
"shop đóng gói cẩn thận giao hàng nhanh . giá cả phải chăng và đáng giá tiền , tuyệt vời cho bữa ăn nhanh",-1,1,1,1,-1,1,-1,-1,-1,1,1,1
"giá cả phải chăng và đáng giá tiền , kích thước phần hoàn hảo , tuyệt vời cho bữa ăn nhanh",1,1,1,1,2,1,1,1,1,1,1,1
"tuyệt vời cho bữa ăn nhanh , giá cả phải chăng và đáng giá tiền , kích thước phần hoàn hảo , hương vị kimchi ngon , đóng gói cẩn thận , chu đáo",2,1,1,1,2,1,1,2,1,1,1,1
"mỳ bày siêu ngon săn sale giá bằng một nửa siêu thị , okela lắm nhes",1,1,1,1,-1,1,1,1,1,1,1,1
"hương vị hàn quốc chính gốc , nhiều hương vị để lựa chọn , nguyên liệu chất lượng cao",2,1,1,1,1,1,1,1,1,1,1,1
"nguyên liệu chất lượng cao , hương vị hàn quốc chính gốc , kích thước phần hoàn hảo , hương vị kimchi ngon , mua hàng nhiề lần",2,1,1,1,1,1,1,1,1,1,1,1
"hoàn hảo cho những người yêu thích kimchi , tuyệt vời cho bữa ăn nhanh , nguyên liệu chất lượng cao",-1,1,1,1,1,1,1,1,1,1,1,1
"tuyệt vời cho bữa ăn nhanh , giá cả phải chăng và đáng giá tiền , hương vị kimchi ngon , hoàn hảo cho những người yêu thích kimchi",1,1,1,1,2,1,1,1,1,1,1,1
"spicy , savory and delicious , the nong shim big bowl nodle kimchi is an afordable and tasty instant nodle meal . a recipe with bite , the bowl fils with a rich , red broth visibly loaded with spices . nong shim is the leading brand of ramyoen ( ramen instant nodles ) in south korea . we purchased these instant nodles along with nong shim ' s big bowl nodle udon . we had previously enjoyed the smaler kimchi bowl , nong shim kimchi nodle bowl . nong shim ' s regular size bowl is 3 . 03 ounces and their",2,1,1,1,1,1,1,1,1,1,1,1
"shop đóng gói cẩn thận , giao hàng nhanh . mua lần thứ 4 của shop rồi . mỳ ăn ngon , sợi dai mà rẻ hơn ở siêu thị",-1,1,1,1,-1,1,-1,-1,-1,1,1,1
sndnfjejdjdbdbebebeb mùi vị : đáng tiền : sjsjbdnenednsjeje,1,1,1,1,2,1,1,1,1,1,1,1
mì ăn rất ngon luôn ý vắt thêm ít chanh sẽ ngon hơn nói chung là nên ăn thử,1,1,1,1,1,1,1,1,1,1,1,1
"hàng giao nhanh , date xa , giá cả hợp lí . rất hài lòng….…:…",-1,1,1,1,-1,1,-1,1,1,1,1,1
"đây là loại mỳ tôi ưa thích ! vị thơm ngon , có vị cay vừa phải , lượng nhiều . ăn loại mỳ này có cảm giác yên tâm về chất lượng hơn , sợi mì dai , mềm . tuy nhiên phải có đồ để nấu ! đã mua lại nhiều lần",-1,1,1,1,-1,1,1,1,1,1,1,1
"đã nhận hàng , sản phẩm như hình ! shop đóng gói kỹ , giao hàng nhanh ! đúng và đủ số lượng . đã mua hàng của shop nhiều lần và luôn tin tưởng chất lượng sản phẩm ! sẽ ủng hộ tiếp",2,1,1,1,1,1,2,2,2,1,1,1
"nguyên liệu chất lượng cao , hương vị kimchi ngon , hợp với khẩu vị nhà mình . đã mua nhiều lần và chắc chắn sẽ ủng hộ tiếp tục",2,1,1,1,1,1,1,1,1,1,1,1
"tuyệt vời cho bữa ăn nhanh , tuyệt vời cho bữa ăn nhanh , hoàn hảo cho những người yêu kim chi",1,1,1,1,1,1,1,1,1,1,1,1
"nhiều hương vị để lựa chọn , tiện lợi và dễ chuẩn bị , hoàn hảo cho những người yêu thích kimchi , kích thước phần hoàn hảo",1,2,1,1,1,1,1,1,1,1,1,1
mì ngon lắm . sẽ ủng hộ shop,1,1,1,1,1,1,1,1,-1,1,1,1
"hương vị : mùi thơm của bột mì tiện lợi : ăn liền , dễ dùng trong chế biến các món ăn giá cả : phù hợp người dùng . hàng giao đúng đủ số lượng quy cách , bao gói cẩn thận , vận chuyển hàng giao nhận an toàn . cảm ơn shop và lazada",2,2,1,1,2,1,2,1,2,1,1,1
"hoàn hảo cho những người yêu thích kimchi , giá cả phải chăng và đáng giá tiền , ăn ngon tuyệt vời luôn",1,1,1,1,-1,1,1,1,1,1,1,1
"nguyên liệu chất lượng cao , tuyệt vời cho bữa ăn nhanh , tiện lợi và dễ chuẩn bị , giá cả phải chăng và đáng giá tiền",-1,-1,1,1,-1,1,1,1,1,1,1,1
"nhiều hương vị để lựa chọn , hương vị kimchi ngon , hoàn hảo cho những người yêu thích kimchi , kích thước phần hoàn hảo , tuyệt vời cho bữa ăn nhanh",1,1,1,1,1,1,1,1,1,1,1,1
"hoàn hảo cho những người yêu thích kimchi , giá cả phải chăng và đáng giá tiền",1,1,1,1,2,1,1,1,1,1,1,1
"tuyệt vời cho bữa ăn nhanh , tiện lợi và dễ chuẩn bị , nguyên liệu chất lượng cao , thỏa mãn và no nê , thỏa mãn và no nê",-1,-1,1,1,1,1,1,1,1,1,1,1
"mì dai ngon , chuẩn vị kim chi , nhưng cay quá bác nào không ăn được cay thì cho nửa gói giá vị thôi",1,1,1,1,2,1,1,1,1,1,1,1
mi hiệu này ngon . mua khuyến mãi nên rẻ hơn siêu thị 30 không . shiper rất dễ thương . cảm ơn shop nhiều,1,1,1,1,2,2,2,1,2,1,1,1
hươhương thơm ngon giá cả : phải chăng phù hợp với sinh viên tiện lợi : sử dụng thuận tiện,1,2,1,1,2,1,1,1,1,1,1,1
"tiện lợi và dễ chuẩn bị , tuyệt vời cho bữa ăn nhanh , hoàn hảo cho những người yêu thích kimchi",1,-1,1,1,1,1,1,1,1,1,1,1
"mì dai dai , ngon miệng , giá lại rất hạt dẻ , nói chung là được nha….nếu có cơ hội thì mình sẽ ủng hộ thêm nha shop",1,1,1,1,-1,1,1,1,-1,1,1,1
"giao hàng nhanh , đã mua nhiều lần . sợi mì dai , ngon , gia vị cay hơn so với mi tôm khác loại",-1,1,1,1,1,1,-1,1,1,1,1,1
"hoàn hảo cho những người yêu thích kimchi , giá cả phải chăng và đáng giá tiền",1,1,1,1,2,1,1,1,1,1,1,1
"shop giao hàng nhanh + đủ , đóng gói kỹ , giá cả phải chăng và đáng giá tiền , tiện lợi và dễ chuẩn bị , shiper vui vẻ",-1,-1,1,1,-1,1,-1,-1,-1,1,1,1
"shop chuẩn bị và giao hàng rất nhanh , đặt hôm trk và hôm sau nhận được luôn . sản phẩm chất lượng",-1,1,1,1,1,1,-1,1,-1,1,1,1
"kích thước phần ăn hoàn hảo , tiện lợi và dễ chuẩn bị , hương vị kim chi ngon lành",1,2,1,1,1,1,1,1,1,1,1,1
mì ăn liền kiểu hàn quốc rất ngon mỗi tội nói thì hơi lâu 4 đến 5 phút mới ăn được so với lại mì ăn liền việt nam mua được xe nên có được giá tốt cảm ơn lazada,1,1,1,1,2,1,1,1,1,1,1,1
"tiện lợi và dễ chuẩn bị , kích thước phần hoàn hảo , tuyệt vời cho bữa ăn nhanh",1,2,1,1,1,1,1,1,1,1,1,1
"đóng gói cẩn thận , giao hành tốt , mì ăn ngon đã mua nhiều lần",1,1,1,1,1,1,1,-1,1,1,1,1
"sản phẩm chất lượng tuyệt vời ! rất khuyến khích cho các chuyến đi cắm trại . sản phẩm đúng như quảng cáo , gửi shop năm sao và bên vận chuyển cũng như vậy",2,1,1,1,1,1,2,1,2,1,1,1
"giao đúng đủ sản phẩm đã đặt , bánh lương khô có vẻ xốp ( xốp giống bánh quy , kết cấu không chặt ) ăn khá nhạt nhẽo , mùi vị bình thường . có lẽ sẽ phù hợp với mấy người ăn kiêng sợ béo",2,1,1,1,1,1,1,1,1,1,1,1
"shop bán hàng nhái kém chất lượng , sản phẩm không đúng mẫu mã đăng , khách hàng nhắn tin phản hồi thì bảo là mẫu cũ . bao bì đóng gói lương khô lỏng lèo , ăn thử ngọt và bở hơn loại 90 của quân đội . khách phản hồi thì gọi điện đe dọa khách",2,1,1,1,1,1,1,2,2,1,1,1
"shop đóng hàng cẩn thận , uy tính , lương khô ăn ngon mà giá cả hợp lý , hạng sd lâu nữa . đến tận 2027 . cảm ơn shop nhiều nhé . mình sẽ ủng hộ tiếp . thùng 4kg bao gồm 20 thanh . hsd 3 năm kể từ ngày sx ( in trên báo bì",2,1,1,1,2,1,1,1,2,1,1,1
sản phẩm chất lượng tuyệt vời ! tiện lợi và dễ mang theo . bữa ăn ngon miệng và đầy đủ dinh dưỡng,-1,-1,1,1,1,1,1,1,1,1,1,1
"đã nhận được hàng , loại này đã dùng rồi nêu có thể đánh giá chất luọng tốt không chê vào đây được",-1,-1,1,1,-1,1,1,1,1,1,1,1
"bao bì : đẹp , nhân viên giao hàng tận tâm , cám ơn nhân viên giao hàng , vì phải giao lần thứ hai , hôm qua mình đi ra ngoài không mang theo điện thoại . cám ơn nhiều lắm",-1,1,1,1,1,1,-1,-1,1,1,1,1
giá trị tuyệt vời cho số tiền bỏ ra . rất khuyến khích cho các chuyến đi cắm trại . hoàn hảo cho những người đam mê quân sự,1,1,1,1,-1,1,1,1,1,1,1,1
bữa ăn ngon miệng và đầy đủ dinh dưỡng . hoàn hảo cho các hoạt động ngoài trời,1,1,1,1,1,1,1,1,1,1,1,1
rất khuyến khích cho các chuyến đi cắm trại . hoàn hảo cho những người đam mê quân sự,1,1,1,1,1,1,1,1,1,1,1,1
shop giao hàng đúng chủng loại sản phẩm,2,1,1,1,1,1,2,1,2,1,1,1
"sản phẩm đúng mô tả , giao hàng nhanh bất ngờ , rất chuyên nghiệp , voter 5",-1,1,-1,1,1,1,-1,1,1,1,1,1
mùi vị : thơm đáng tiền,1,1,1,1,2,1,1,1,1,1,1,1
"hàng đúng chất dinh dưỡng cần thiết cho người dùng đóng gói kỷ chắc , đã từng dùng rồi , chờ ăn hết mua thêm",2,2,1,1,1,1,1,2,1,1,1,1
"hàng như hình , rất chất lượng , giao đến nhanh , đóng gói cẩn thận , nói chung là mình rất hài lòng",2,1,1,1,1,1,1,2,1,1,1,1
giao hàng quá là nhanh luôn . vừa đặt chiều hôm trc hôm sau đã đến tay rồi . nếu ăn ngon lần sau sẽ mua tiếp,-1,1,1,1,1,1,-1,1,1,1,1,1
"hộp đựng hơi méo 1 chút nhưng đồ bên trong không bị làm sao , mong chất lượng tốt để sử dụng lâu dài",2,2,1,1,1,1,1,2,1,1,1,1
dịch vụ vận chuyển nhanh chóng và đáng tin cậy . thức ăn quân đội trung quốc chính hãng . hoàn hảo cho các hoạt động ngoài trời,1,1,1,1,1,1,-1,1,1,1,1,1
"cũng tốt , giao hàng nhanh và phù hợp với giá cả chất lượng : sẽ test",-1,1,1,1,-1,1,-1,1,1,1,1,1
"thức ăn quân đội trung quốc chính hãng . hoàn hảo cho các hoạt động ngoài trời , rất khuyến khích cho các chuyến đi cắm trại",1,1,1,1,1,1,1,1,1,1,1,1
"dịch vụ vận chuyển nhanh chóng và đáng tin cậy . hoàn hảo cho các hoạt động ngoài trời , rất khuyến khích cho các chuyến đi cắm trại",1,1,1,1,1,1,-1,1,1,1,1,1
thức ăn quân đội trung quốc chính hãng . giá trị tuyệt vời cho số tiền bỏ ra . video và hình ảnh chỉ mang tính chất nhận xu,1,1,-1,1,-1,1,1,1,1,1,1,1
sản phẩm chất lượng tuyệt vời ! hoàn hảo cho những người đam mê quân sự ! thức ăn quân đội trung quốc chính hãng . tiện lợi và dễ mang theo,-1,-1,1,1,1,1,1,1,1,1,1,1
"sản phẩm chất lượng tuyệt vời ! đóng gói tuyệt vời , đến trong tình trạng hoàn hảo . tiện lợi và dễ mang theo",-1,-1,1,1,1,1,1,-1,1,1,1,1
giá cả : hợp lý chất lượng : thơm ngon mềm xốp không bị cứng bao bì : tiện dụng,-1,1,1,1,-1,1,1,-1,1,1,1,1
sản phẩm ngon giá cả hợp lý,-1,1,1,1,-1,1,1,1,1,1,1,1
"đóng gói tuyệt vời , đến trong tình trạng hoàn hảo . rất khuyến khích cho các chuyến đi cắm trại",1,1,1,1,1,1,1,-1,1,1,1,1
lương khô ngon . nhưng đóng gói chưa kỹ nên cái thùng bị móp xíu . nhưng vẫn ổn,1,1,1,1,1,1,1,2,1,1,1,1
"giòn , mềm , ngọt , thơm , còn không biết thành phần chất lượng thế nào",2,1,1,1,1,1,1,1,1,1,1,1
"đúng mô tả , hy vọng shop tiếp tục duy trì chất lượng sản phẩm cũng như giá thành tốt để đáp ứng nhu cầu người tiêu dùng",2,2,2,1,2,1,1,1,2,1,1,1
đã nhận được hàng rồi đúng như mô tả và hình ảnh,2,1,2,1,1,1,1,1,1,1,1,1
hàng chất lượng cao thơm ngon,-1,1,1,1,1,1,1,1,1,1,1,1
"tốt , mềm , thơm , ngọt vừa phải",1,1,1,1,1,1,1,1,1,1,1,1
hàng chất lượng ngon đúng giá trị đặt biệt của sản phẩm . hồi tưởng và nhớ lại ngày tháng gian khổ ở chiến trường campuchia,-1,1,1,1,-1,1,1,1,1,1,1,1
đã nhận được sản phẩm . giao hàng nhanh . tiện lợi và dễ mang theo . sản phẩm chất lượng tuyệt vời ! cảm ơn lazada và chủ shop rất nhiều dịch vụ vận chuyển nhanh chóng và đáng tin cậy,-1,-1,1,1,1,1,-1,1,-1,1,1,1
"giao hàng nhanh chóng , hộp đựng chắc chắn , mùi vị thơm ngon , chất lượng như quảng cáo , giá tiền hợp lý…",2,1,1,1,2,1,2,2,1,1,1,1
"rất khuyến khích cho các chuyến đi cắm trại . sản phẩm chất lượng tuyệt vời ! đóng gói tuyệt vời , đến trong tình trạng hoàn hảo",-1,1,1,1,1,1,1,-1,1,1,1,1
đã nhận được hàng rồi đúng như mô tả và hình ảnh,2,1,2,1,1,1,1,1,1,1,1,1
đã nhận hàng tốt hạn sử dụng còn dài ăn ngon mua thêm vài thùng nữa,-1,-1,1,1,1,1,1,1,1,1,1,1
"giao hàng nhanh , đúng mô tả , chưa ăn thử nhưng giá rẻ hơn t , mua để dành ăn cho mùa đói kém",2,1,2,1,2,1,2,1,1,1,1,1
đã mua lại lần th2 . shop giao hàng nhanh . đóng gói nhanh . shiper thân thiện . ảnh minh họa,-1,1,-1,1,1,1,-1,-1,-1,1,1,1
"hoàn hảo cho các hoạt động ngoài trời , bữa ăn ngon miệng và đầy đủ dinh dưỡng . dịch vụ vận chuyển nhanh chóng và đáng tin cậy . tiện lợi và dễ mang theo",1,-1,1,1,1,1,-1,1,1,1,1,1
bao bì : mẫu mã mới khác thùng cũ chất lượng : thơm ngon giá cả : giá cả phù hợp . ăn ngon ăn ngon,-1,1,1,1,-1,1,1,-1,1,1,1,1
"sản phẩm chất lượng tuyệt vời ! thức ăn quân đội trung quốc chính hãng . hoàn hảo cho các hoạt động ngoài trời , hoàn hảo cho những người đam mê quân sự",-1,1,1,1,1,1,1,1,1,1,1,1
"hàng giao khá nhanh , thời gian sản xuất mới đầu tháng 9 , nhưng hơi khác loại mà mình hay ăn , không biết thiết kế của từng khu vực hay như nào",2,1,1,1,1,1,1,1,1,1,1,1
giá trị tuyệt vời cho số tiền bỏ ra . bao bì : dịch vụ vận chuyển nhanh chóng và đáng tin cậy . hoàn hảo cho những người đam mê quân sự ! tiện lợi và dễ mang theo,1,-1,1,1,-1,1,-1,-1,1,1,1,1
dịch vụ vận chuyển nhanh chóng và đáng tin cậy . sản phẩm chất lượng tuyệt vời,-1,1,1,1,1,1,-1,1,1,1,1,1
"bữa ăn ngon miệng và đầy đủ dinh dưỡng . hoàn hảo cho các hoạt động ngoài trời , tiện lợi và dễ mang theo",1,-1,1,1,1,1,1,1,1,1,1,1
"hàng đúng như mô tả nhưng rất buồn trong quá trình vận chuyển hay do shop không kiểm tra trước khi gửi , hàng hộp móp méo nhìn mất thẩm mỹ rất bực mình bao bì : móp méo giá cả : phù hợp với sản phẩm chất lượng : chưa dùng nên chưa đánh giá",2,2,2,1,2,1,2,2,2,1,1,1
"thức ăn quân đội trung quốc chính hãng . hoàn hảo cho các hoạt động ngoài trời , giá trị tuyệt vời cho số tiền bỏ ra . bữa ăn ngon miệng và đầy đủ dinh dưỡng",1,1,1,1,-1,1,1,1,1,1,1,1
"sản phẩm chất lượng tuyệt vời ! rất khuyến khích cho các chuyến đi cắm trại . sản phẩm đúng như quảng cáo , gửi shop năm sao và bên vận chuyển cũng như vậy",2,1,1,1,1,1,2,1,2,1,1,1
"giao đúng đủ sản phẩm đã đặt , bánh lương khô có vẻ xốp ( xốp giống bánh quy , kết cấu không chặt ) ăn khá nhạt nhẽo , mùi vị bình thường . có lẽ sẽ phù hợp với mấy người ăn kiêng sợ béo",2,1,1,1,1,1,1,1,1,1,1,1
"shop bán hàng nhái kém chất lượng , sản phẩm không đúng mẫu mã đăng , khách hàng nhắn tin phản hồi thì bảo là mẫu cũ . bao bì đóng gói lương khô lỏng lèo , ăn thử ngọt và bở hơn loại 90 của quân đội . khách phản hồi thì gọi điện đe dọa khách",2,1,1,1,1,1,1,2,2,1,1,1
"shop đóng hàng cẩn thận , uy tính , lương khô ăn ngon mà giá cả hợp lý , hạng sd lâu nữa . đến tận 2027 . cảm ơn shop nhiều nhé . mình sẽ ủng hộ tiếp . thùng 4kg bao gồm 20 thanh . hsd 3 năm kể từ ngày sx ( in trên báo bì",2,1,1,1,2,1,1,1,2,1,1,1
sản phẩm chất lượng tuyệt vời ! tiện lợi và dễ mang theo . bữa ăn ngon miệng và đầy đủ dinh dưỡng,-1,-1,1,1,1,1,1,1,1,1,1,1
"đã nhận được hàng , loại này đã dùng rồi nêu có thể đánh giá chất luọng tốt không chê vào đây được",-1,-1,1,1,-1,1,1,1,1,1,1,1
"bao bì : đẹp , nhân viên giao hàng tận tâm , cám ơn nhân viên giao hàng , vì phải giao lần thứ hai , hôm qua mình đi ra ngoài không mang theo điện thoại . cám ơn nhiều lắm",-1,1,1,1,1,1,-1,-1,1,1,1,1
giá trị tuyệt vời cho số tiền bỏ ra . rất khuyến khích cho các chuyến đi cắm trại . hoàn hảo cho những người đam mê quân sự,1,1,1,1,-1,1,1,1,1,1,1,1
bữa ăn ngon miệng và đầy đủ dinh dưỡng . hoàn hảo cho các hoạt động ngoài trời,1,1,1,1,1,1,1,1,1,1,1,1
rất khuyến khích cho các chuyến đi cắm trại . hoàn hảo cho những người đam mê quân sự,1,1,1,1,1,1,1,1,1,1,1,1
shop giao hàng đúng chủng loại sản phẩm,2,1,1,1,1,1,2,1,2,1,1,1
"sản phẩm đúng mô tả , giao hàng nhanh bất ngờ , rất chuyên nghiệp , voter 5",-1,1,-1,1,1,1,-1,1,1,1,1,1
mùi vị : thơm đáng tiền,1,1,1,1,2,1,1,1,1,1,1,1
"hàng đúng chất dinh dưỡng cần thiết cho người dùng đóng gói kỷ chắc , đã từng dùng rồi , chờ ăn hết mua thêm",2,2,1,1,1,1,1,2,1,1,1,1
"hàng như hình , rất chất lượng , giao đến nhanh , đóng gói cẩn thận , nói chung là mình rất hài lòng",2,1,1,1,1,1,1,2,1,1,1,1
giao hàng quá là nhanh luôn . vừa đặt chiều hôm trc hôm sau đã đến tay rồi . nếu ăn ngon lần sau sẽ mua tiếp,-1,1,1,1,1,1,-1,1,1,1,1,1
"hộp đựng hơi méo 1 chút nhưng đồ bên trong không bị làm sao , mong chất lượng tốt để sử dụng lâu dài",2,2,1,1,1,1,1,2,1,1,1,1
dịch vụ vận chuyển nhanh chóng và đáng tin cậy . thức ăn quân đội trung quốc chính hãng . hoàn hảo cho các hoạt động ngoài trời,1,1,1,1,1,1,-1,1,1,1,1,1
"cũng tốt , giao hàng nhanh và phù hợp với giá cả chất lượng : sẽ test",-1,1,1,1,-1,1,-1,1,1,1,1,1
"thức ăn quân đội trung quốc chính hãng . hoàn hảo cho các hoạt động ngoài trời , rất khuyến khích cho các chuyến đi cắm trại",1,1,1,1,1,1,1,1,1,1,1,1
"dịch vụ vận chuyển nhanh chóng và đáng tin cậy . hoàn hảo cho các hoạt động ngoài trời , rất khuyến khích cho các chuyến đi cắm trại",1,1,1,1,1,1,-1,1,1,1,1,1
thức ăn quân đội trung quốc chính hãng . giá trị tuyệt vời cho số tiền bỏ ra . video và hình ảnh chỉ mang tính chất nhận xu,1,1,-1,1,-1,1,1,1,1,1,1,1
sản phẩm chất lượng tuyệt vời ! hoàn hảo cho những người đam mê quân sự ! thức ăn quân đội trung quốc chính hãng . tiện lợi và dễ mang theo,-1,-1,1,1,1,1,1,1,1,1,1,1
"sản phẩm chất lượng tuyệt vời ! đóng gói tuyệt vời , đến trong tình trạng hoàn hảo . tiện lợi và dễ mang theo",-1,-1,1,1,1,1,1,-1,1,1,1,1
giá cả : hợp lý chất lượng : thơm ngon mềm xốp không bị cứng bao bì : tiện dụng,-1,1,1,1,-1,1,1,-1,1,1,1,1
sản phẩm ngon giá cả hợp lý,-1,1,1,1,-1,1,1,1,1,1,1,1
"đóng gói tuyệt vời , đến trong tình trạng hoàn hảo . rất khuyến khích cho các chuyến đi cắm trại",1,1,1,1,1,1,1,-1,1,1,1,1
lương khô ngon . nhưng đóng gói chưa kỹ nên cái thùng bị móp xíu . nhưng vẫn ổn,1,1,1,1,1,1,1,2,1,1,1,1
"giòn , mềm , ngọt , thơm , còn không biết thành phần chất lượng thế nào",2,1,1,1,1,1,1,1,1,1,1,1
"đúng mô tả , hy vọng shop tiếp tục duy trì chất lượng sản phẩm cũng như giá thành tốt để đáp ứng nhu cầu người tiêu dùng",2,2,2,1,2,1,1,1,2,1,1,1
đã nhận được hàng rồi đúng như mô tả và hình ảnh,2,1,2,1,1,1,1,1,1,1,1,1
hàng chất lượng cao thơm ngon,-1,1,1,1,1,1,1,1,1,1,1,1
"tốt , mềm , thơm , ngọt vừa phải",1,1,1,1,1,1,1,1,1,1,1,1
hàng chất lượng ngon đúng giá trị đặt biệt của sản phẩm . hồi tưởng và nhớ lại ngày tháng gian khổ ở chiến trường campuchia,-1,1,1,1,-1,1,1,1,1,1,1,1
đã nhận được sản phẩm . giao hàng nhanh . tiện lợi và dễ mang theo . sản phẩm chất lượng tuyệt vời ! cảm ơn lazada và chủ shop rất nhiều dịch vụ vận chuyển nhanh chóng và đáng tin cậy,-1,-1,1,1,1,1,-1,1,-1,1,1,1
"giao hàng nhanh chóng , hộp đựng chắc chắn , mùi vị thơm ngon , chất lượng như quảng cáo , giá tiền hợp lý…",2,1,1,1,2,1,2,2,1,1,1,1
"rất khuyến khích cho các chuyến đi cắm trại . sản phẩm chất lượng tuyệt vời ! đóng gói tuyệt vời , đến trong tình trạng hoàn hảo",-1,1,1,1,1,1,1,-1,1,1,1,1
đã nhận được hàng rồi đúng như mô tả và hình ảnh,2,1,2,1,1,1,1,1,1,1,1,1
đã nhận hàng tốt hạn sử dụng còn dài ăn ngon mua thêm vài thùng nữa,-1,-1,1,1,1,1,1,1,1,1,1,1
"giao hàng nhanh , đúng mô tả , chưa ăn thử nhưng giá rẻ hơn t , mua để dành ăn cho mùa đói kém",2,1,2,1,2,1,2,1,1,1,1,1
đã mua lại lần th2 . shop giao hàng nhanh . đóng gói nhanh . shiper thân thiện . ảnh minh họa,-1,1,-1,1,1,1,-1,-1,-1,1,1,1
"hoàn hảo cho các hoạt động ngoài trời , bữa ăn ngon miệng và đầy đủ dinh dưỡng . dịch vụ vận chuyển nhanh chóng và đáng tin cậy . tiện lợi và dễ mang theo",1,-1,1,1,1,1,-1,1,1,1,1,1
bao bì : mẫu mã mới khác thùng cũ chất lượng : thơm ngon giá cả : giá cả phù hợp . ăn ngon ăn ngon,-1,1,1,1,-1,1,1,-1,1,1,1,1
"sản phẩm chất lượng tuyệt vời ! thức ăn quân đội trung quốc chính hãng . hoàn hảo cho các hoạt động ngoài trời , hoàn hảo cho những người đam mê quân sự",-1,1,1,1,1,1,1,1,1,1,1,1
"hàng giao khá nhanh , thời gian sản xuất mới đầu tháng 9 , nhưng hơi khác loại mà mình hay ăn , không biết thiết kế của từng khu vực hay như nào",2,1,1,1,1,1,1,1,1,1,1,1
giá trị tuyệt vời cho số tiền bỏ ra . bao bì : dịch vụ vận chuyển nhanh chóng và đáng tin cậy . hoàn hảo cho những người đam mê quân sự ! tiện lợi và dễ mang theo,1,-1,1,1,-1,1,-1,-1,1,1,1,1
dịch vụ vận chuyển nhanh chóng và đáng tin cậy . sản phẩm chất lượng tuyệt vời,-1,1,1,1,1,1,-1,1,1,1,1,1
"bữa ăn ngon miệng và đầy đủ dinh dưỡng . hoàn hảo cho các hoạt động ngoài trời , tiện lợi và dễ mang theo",1,-1,1,1,1,1,1,1,1,1,1,1
"hàng đúng như mô tả nhưng rất buồn trong quá trình vận chuyển hay do shop không kiểm tra trước khi gửi , hàng hộp móp méo nhìn mất thẩm mỹ rất bực mình bao bì : móp méo giá cả : phù hợp với sản phẩm chất lượng : chưa dùng nên chưa đánh giá",2,2,2,1,2,1,2,2,2,1,1,1
